,wavelength,oxy,deoxy,water,fat,collagen,mel,musp
247,897,6.382999999999999,4.0501,0.06573,0.04256,0.050746000000000006,96.994,11.845
248,898,6.3937,4.0598,0.066486,0.04384,0.051753999999999994,96.634,11.823
249,899,6.4044,4.0697,0.067243,0.04506,0.052762,96.277,11.800999999999998
250,900,6.4151,4.0795,0.068,0.04633,0.053770000000000005,95.921,11.78
251,901,6.4258,4.0881,0.068491,0.04766,0.053824,95.567,11.758
252,902,6.4365,4.0967,0.068983,0.04915,0.053877999999999995,95.215,11.736
253,903,6.4472,4.1031,0.069474,0.05078,0.05393200000000001,94.864,11.715
254,904,6.4579,4.1095,0.069965,0.05267,0.053986,94.515,11.694
255,905,6.4665,4.1158,0.070457,0.054720000000000005,0.05404,94.168,11.672
256,906,6.4751,4.1222,0.070948,0.057210000000000004,0.054418,93.822,11.651
257,907,6.4815,4.1285,0.071439,0.05994,0.054796000000000004,93.478,11.63
258,908,6.4879,4.1348,0.07193,0.06316000000000001,0.055174,93.136,11.609000000000002
259,909,6.4944,4.1412,0.072422,0.06663,0.055552,92.795,11.588
260,910,6.5008,4.1477,0.072913,0.07046000000000001,0.05593,92.456,11.567
261,911,6.5072,4.154,0.076549,0.07438,0.055968,92.118,11.546
262,912,6.5136,4.1603,0.080184,0.07837000000000001,0.05600599999999999,91.782,11.526
263,913,6.5201,4.1643,0.08382,0.08234,0.056044000000000004,91.448,11.505
264,914,6.5265,4.1682,0.08745599999999999,0.08621000000000001,0.05608200000000001,91.115,11.484000000000002
265,915,6.5318,4.1673,0.091092,0.08993999999999999,0.05612,90.784,11.464
266,916,6.5372,4.1663,0.094727,0.09354,0.055984000000000006,90.455,11.443
267,917,6.5415,4.1654,0.098363,0.09683,0.055848,90.126,11.423
268,918,6.5458,4.1646,0.102,0.1,0.055712,89.8,11.403
269,919,6.5501,4.1636,0.10563,0.1032,0.055576,89.475,11.383
270,920,6.5543,4.1626,0.10927,0.1065,0.05544,89.152,11.363
271,921,6.5586,4.1618,0.11622,0.1099,0.05481799999999999,88.83,11.343
272,922,6.5629,4.1609,0.12316,0.1133,0.054196,88.509,11.323
273,923,6.5672,4.1599,0.13011,0.1167,0.053574000000000004,88.19,11.303
274,924,6.5715,4.1588,0.13705,0.12,0.052951999999999985,87.87299999999998,11.283
275,925,6.5704,4.1473,0.14400000000000002,0.1231,0.05233,87.557,11.263
