wl,C,H,I,K
973,0.0424765945111542,0.0424765945111542,0.0424765945111542,0.0256246997602389
974,0.0425748056767273,0.0425748056767273,0.0425748056767273,0.0259777593763512
975,0.0415512206790467,0.0415512206790467,0.0415512206790467,0.0249522910808327
976,0.0439311257979666,0.0439311257979666,0.0439311257979666,0.0271551459838261
977,0.0431086563251349,0.0431086563251349,0.0431086563251349,0.0266078443852776
978,0.04339743945177,0.04339743945177,0.04339743945177,0.0266735318917924
979,0.0430691893481281,0.0430691893481281,0.0430691893481281,0.026503948707009
980,0.0431293687853487,0.0431293687853487,0.0431293687853487,0.0264134937711784
981,0.0436074682494562,0.0436074682494562,0.0436074682494562,0.0269400771122091
982,0.0430800713907758,0.0430800713907758,0.0430800713907758,0.0265540949037319
983,0.0440830806740585,0.0440830806740585,0.0440830806740585,0.0274316124126688
984,0.045452951165808,0.045452951165808,0.045452951165808,0.0289380589066625
985,0.0456641813434561,0.0456641813434561,0.0456641813434561,0.0292386793837821
986,0.0442324442083924,0.0442324442083924,0.0442324442083924,0.0276031797642415
987,0.0488664343660834,0.0488664343660834,0.0488664343660834,0.032324296483225
988,0.049778806646779,0.049778806646779,0.049778806646779,0.0332917299321635
989,0.0509934377681232,0.0509934377681232,0.0509934377681232,0.0345269792507629
990,0.0493813924167977,0.0493813924167977,0.0493813924167977,0.0326589806253664
991,0.0512510296256207,0.0512510296256207,0.0512510296256207,0.0349311763344396
992,0.0551967913691749,0.0551967913691749,0.0551967913691749,0.0384880104959462
993,0.0552859534477347,0.0552859534477347,0.0552859534477347,0.0387332304213061
994,0.0550092504367644,0.0550092504367644,0.0550092504367644,0.0385234193704079
995,0.0554063908652861,0.0554063908652861,0.0554063908652861,0.0390385284347016
996,0.056006855771117,0.056006855771117,0.056006855771117,0.0396904069913101
997,0.0580411444717103,0.0580411444717103,0.0580411444717103,0.0418071632626692
998,0.058227022023862,0.058227022023862,0.058227022023862,0.0419311199585353
999,0.0602607046825618,0.0602607046825618,0.0602607046825618,0.0439621185305493
1000,0.0593057953318369,0.0593057953318369,0.0593057953318369,0.0433638558627089
